capture_id,window_idx,is_full_session,pkt_count,byte_count,duration_sec,byte_rate,pkt_rate,pkt_len_mean,pkt_len_std,pkt_len_min,pkt_len_max,pkt_len_median,pkt_len_q05,pkt_len_q10,pkt_len_q25,pkt_len_q75,pkt_len_q90,pkt_len_q95,pkt_len_skew,pkt_len_kurtosis,pkt_len_entropy,pkt_len_autocorr,iat_mean,iat_std,iat_min,iat_max,iat_q10,iat_q25,iat_q50,iat_q75,iat_q90,iat_entropy,burstiness_coeff,idle_ratio,burst_count,burst_mean_pkts,fwd_pkt_ratio,fwd_byte_ratio,bwd_pkt_ratio,bwd_byte_ratio,fwd_bwd_iat_ratio,fwd_bwd_byte_skew,small_pkt_ratio,med_pkt_ratio,large_pkt_ratio,bimodal_index,tcp_like_ack_ratio,mtu_saturation_ratio,esp_spi_count,seq_gap_rate,label_class,label_mode,label_ike,label_crypto,label_nist,is_mixed
bulk_01,-1,1,5001,4824260.0,320.5285270214081,15050.953638450372,15.602355417388429,964.6590681863627,515.278278992324,104.0,1280.0,1280.0,116.0,116.0,144.0,1280.0,1280.0,1280.0,-1.024229568425629,-0.9476856941105836,0.8796233168574225,-0.24068969074998223,0.006537700796127319,0.17989945228473547,9.5367431640625e-07,10.0,5.9604644775390625e-06,6.9141387939453125e-06,1.2874603271484375e-05,3.0994415283203125e-05,0.00011801719665527344,0.008237984715203144,27.513027112554933,0.08648913326108414,258,20.325581395348838,0.734253149370126,0.9660184152595424,0.265746850629874,0.03398158474045761,0.3622012760350417,0.9320368305190848,0.2695460907818436,0.003199360127974405,0.727254549090182,2.2501333748765227,0.0,0.0,2,0.493,bulk,tunnel,ikev2,AES_GCM_16_256,PASS,0
bulk_01,397,0,19,7692.0,0.7310218811035156,10522.25685555202,25.991014073776437,404.8421052631579,459.25812752833355,116.0,1280.0,124.0,116.0,116.0,116.0,482.0,1280.0,1280.0,1.2519259799216167,-0.25963588701137574,1.189731916820733,-0.19982116203326772,0.04061232672797309,0.07666246504200896,2.2172927856445312e-05,0.3094339370727539,3.0541419982910155e-05,8.374452590942383e-05,0.005352139472961426,0.03211599588394165,0.1135819435119629,1.2332247882202196,1.8876184547868236,0.883863948276132,5,3.8,0.5789473684210527,0.5283411336453459,0.42105263157894735,0.4716588663546542,1.2138552940412715,0.056682267290691625,0.6842105263157895,0.10526315789473684,0.21052631578947367,2.4864514825338877,0.0,0.0,2,0.4444444444444444,bulk,tunnel,ikev2,AES_GCM_16_256,PASS,0
bulk_01,398,0,18,7568.0,0.4215879440307617,17951.177464049568,42.69571806988533,420.44444444444446,466.9159122752216,116.0,1280.0,140.0,116.0,116.0,116.0,483.0,1280.0,1280.0,1.1693228838117589,-0.46280737873410205,1.224394445405986,-0.22902488465123236,0.024799290825338924,0.04149589623194032,2.2172927856445312e-05,0.11507296562194824,2.9754638671875e-05,8.106231689453125e-05,0.0031812191009521484,0.01687908172607422,0.1103816032409668,1.2772018112022603,1.6732020009032789,0.7986232856105523,5,3.6,0.5555555555555556,0.5206131078224101,0.4444444444444444,0.47938689217758984,0.7776337786345838,0.0412262156448203,0.6666666666666666,0.1111111111111111,0.2222222222222222,2.445122584604678,0.0,0.0,2,0.4117647058823529,bulk,tunnel,ikev2,AES_GCM_16_256,PASS,0
bulk_01,406,0,8,1432.0,0.7015631198883057,2041.1563256460597,11.403107964503127,179.0,81.77407902263406,116.0,380.0,160.0,116.0,116.0,116.0,188.0,253.99999999999997,316.9999999999999,1.6838456893409752,1.696184242367643,1.9056390622295665,0.1803061651620992,0.10022330284118652,0.16454243881768163,5.7220458984375e-05,0.4866650104522705,5.822181701660156e-05,6.401538848876953e-05,0.00031685829162597656,0.10719799995422363,0.2600834369659425,1.3787834934861753,1.6417419144178271,0.9992842988558637,2,4.0,0.5,0.46089385474860334,0.5,0.5391061452513967,2.757240606163313,-0.0782122905027933,0.875,0.125,0.0,0.0,0.0,0.0,2,0.7142857142857143,bulk,tunnel,ikev2,AES_GCM_16_256,PASS,0
bulk_01,407,0,9,1548.0,0.7428381443023682,2083.899449527857,12.11569447399917,172.0,79.5989949685296,116.0,380.0,160.0,116.0,116.0,116.0,184.0,236.00000000000003,307.99999999999994,1.8322482325659946,2.2913563241846076,1.836591668108979,-0.15524688189247232,0.09285476803779602,0.1551451080008749,5.7220458984375e-05,0.4866650104522705,5.838871002197266e-05,6.657838821411133e-05,0.02079594135284424,0.10628247261047363,0.22231984138488764,1.2987949406953985,1.6708182084900165,0.9437601121292915,2,4.0,0.5555555555555556,0.5012919896640827,0.4444444444444444,0.49870801033591733,2.592488283047251,0.002583979328165375,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,2,0.75,bulk,tunnel,ikev2,AES_GCM_16_256,PASS,0
bulk_01,413,0,13,3824.0,0.6993730068206787,5467.754635518103,18.58807799731573,294.15384615384613,226.76108951047206,116.0,744.0,188.0,116.0,116.0,144.0,264.0,688.0,715.1999999999999,1.1638030008886193,-0.42512937892818403,1.9877733714879842,0.1403748494650761,0.05828108390172323,0.07889645802004183,9.989738464355469e-05,0.20604801177978516,0.00010235309600830078,0.00016415119171142578,0.0049849748611450195,0.12083220481872559,0.19113447666168215,1.780672129520887,1.3537000178833534,0.9430333509125811,3,4.0,0.5384615384615384,0.47489539748953974,0.46153846153846156,0.5251046025104602,1.1610746195556298,-0.0502092050209205,0.6923076923076923,0.3076923076923077,0.0,0.0,0.0,0.0,2,0.6666666666666666,bulk,tunnel,ikev2,AES_GCM_16_256,PASS,0
bulk_01,414,0,20,5272.0,1.4514820575714111,3632.149617351108,13.779019792682504,263.6,198.81207206807136,116.0,744.0,186.0,116.0,116.0,140.0,243.0,660.0,698.4000000000001,1.5220893550151022,0.7349313538773861,2.1577174691301484,0.11748641444251634,0.07639379250375848,0.12449465152100783,3.409385681152344e-05,0.43698906898498535,8.268356323242188e-05,0.0001035928726196289,0.0006570816040039062,0.128556489944458,0.22775044441223136,1.61078454839968,1.6296222221545131,0.9721658677944013,5,4.2,0.55,0.4575113808801214,0.45,0.5424886191198786,0.9253050023104856,-0.08497723823975721,0.75,0.25,0.0,0.0,0.0,0.0,2,0.7368421052631579,bulk,tunnel,ikev2,AES_GCM_16_256,PASS,0
bulk_01,415,0,92,90672.0,1.1512348651885986,78760.64454071746,79.91418847875867,985.5652173913044,497.03921865092957,116.0,1280.0,1280.0,116.0,116.0,404.0,1280.0,1280.0,1280.0,-1.1058527034402832,-0.7590873407204604,0.8932424104664218,0.1793219077084254,0.012650932584490095,0.0590689419773844,5.9604644775390625e-06,0.43698906898498535,6.9141387939453125e-06,7.987022399902344e-06,3.218650817871094e-05,9.489059448242188e-05,0.005569934844970703,0.4126433335571532,4.668768315268812,0.9040058782731082,12,8.583333333333334,0.7934782608695652,0.9687224280924651,0.20652173913043478,0.03127757190753485,0.24999873156123575,0.9374448561849303,0.25,0.010869565217391304,0.7391304347826086,2.298830011372458,0.0,0.0,2,0.38461538461538464,bulk,tunnel,ikev2,AES_GCM_16_256,PASS,0
bulk_01,416,0,492,482156.0,0.9215569496154785,523197.1829860114,533.8791055781066,979.9918699186992,506.3077568528345,116.0,1280.0,1280.0,116.0,116.0,272.0,1280.0,1280.0,1280.0,-1.0981387141779653,-0.7881260238028238,0.9059355527184383,0.20576478973071036,0.0018768980643899765,0.009682755474946767,4.0531158447265625e-06,0.1098489761352539,5.9604644775390625e-06,6.9141387939453125e-06,1.0013580322265625e-05,3.504753112792969e-05,0.0006470680236816406,0.37971320296159616,5.156166704976156,0.4451878125574019,31,16.806451612903224,0.758130081300813,0.9708144252067795,0.241869918699187,0.02918557479322045,0.31772411397661116,0.9416288504135591,0.24796747967479674,0.012195121951219513,0.7398373983739838,2.29329832586956,0.0,0.0,2,0.2953156822810591,bulk,tunnel,ikev2,AES_GCM_16_256,PASS,0
bulk_01,417,0,613,594252.0,1.254045009613037,473868.1589932481,488.8181806083296,969.415986949429,510.0291948962708,116.0,1280.0,1280.0,116.0,116.0,144.0,1280.0,1280.0,1280.0,-1.0360827792935239,-0.9208359639624879,0.9251667398158572,0.16464394242927918,0.002049093152962479,0.02129510955036489,4.0531158447265625e-06,0.3885660171508789,5.9604644775390625e-06,6.9141387939453125e-06,9.059906005859375e-06,2.47955322265625e-05,6.477832794189451e-05,0.09706378797570445,10.38738630954036,0.688960855507937,24,26.458333333333332,0.7455138662316476,0.9670442842430484,0.2544861337683524,0.032955715756951595,0.3397778041195874,0.9340885684860968,0.25774877650897227,0.013050570962479609,0.7292006525285482,2.263757187621894,0.0,0.0,2,0.32189542483660133,bulk,tunnel,ikev2,AES_GCM_16_256,PASS,0
